,studentID,admissionstest,AP,averageAP,SATsubject,GPA,GPA_w,program,schooltype,female,MinorityGender,MinorityRace,international,sports,collegeID,earlyAppl,alumni,outofstate,acceptStatus,name,acceptrate,size,public,finAidPct,instatePct
6662,SYKB38YD7V,-0.479110779881,5.0,-1.4916991802,1.08820412494,-0.0907944140866,0.736951822392,Literature,0.0,1.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6663,7QE2EEAS0E,0.0939411328343,6.0,0.119917601244,1.08820412494,0.784989403896,-0.123433542766,Anthropology,0.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6665,0JHH394UE6,1.01082419318,7.0,0.66163752778,-0.440896777558,0.784989403896,0.997674660319,,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6666,IVXJU3HN7G,-0.192584823523,6.0,-0.117084866616,1.08820412494,0.784989403896,-0.827385205168,Political Science,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6667,HJ721S13LE,0.66699304555,4.0,-0.354087334475,-0.440896777558,-0.431377009969,-0.175578110351,,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6668,NRSGVWB2OW,1.12543457572,1.0,1.06792747268,0.323653673689,0.395752151459,,music,0.0,0.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6669,RS6JZTUR5N,0.66699304555,0.0,,-1.96999768005,0.784989403896,,,,,1.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6670,EF97RSZBOM,1.41196053208,7.0,1.06792747268,1.08820412494,0.784989403896,1.44090348479,Chemistry,0.0,0.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6671,WHNQW0MSZ0,1.06812938445,0.0,,1.08820412494,-0.188103727196,0.736951822392,Political Science,0.0,1.0,0.0,0.0,1.0,0.0,Yale,1.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6672,05VNAFE0FT,0.0366359415628,6.0,-0.117084866616,-0.440896777558,0.201133525241,1.02374694411,Aerospace Engineering or Computer Science,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6673,7SL1XINXRZ,1.41196053208,7.0,0.66163752778,0.323653673689,0.736334747341,1.7798431741,Neuroscience,0.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6674,PUSPQQZZUT,0.437772280464,2.0,0.356920069103,0.323653673689,-0.188103727196,-0.305939529314,Biology,0.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6675,ZJFKDGVC9W,1.06812938445,6.0,1.06792747268,0.323653673689,0.29844283835,-0.0452166913877,Mathematics,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6677,LODYYSRTYZ,-0.135279632252,6.0,-1.30209720591,0.323653673689,0.784989403896,1.25839749825,Biological Sciences,0.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6678,R346CY1V4A,-0.994857501325,2.0,-1.06509473805,0.323653673689,0.784989403896,0.476228984466,Neuroscience Philosophy,0.0,0.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6679,C3JWNKWZZ8,0.380467089192,2.0,0.356920069103,0.323653673689,0.784989403896,,Environmental Studies,0.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6680,96LMYS5QTF,0.724298236821,7.0,1.06792747268,0.323653673689,0.784989403896,0.528373552051,Aviation Astrophysics,0.0,0.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6681,RTUOJWQ11B,0.609687854278,0.0,,0.323653673689,0.784989403896,1.25839749825,Political Science International Studies,0.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6682,O4F1EV58P4,-0.651026353696,6.0,-0.354087334475,1.08820412494,0.639025434232,0.528373552051,Neuroscience anthro psych premed,0.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6683,3MF2YXL0ZM,-1.56790941404,1.0,-0.354087334475,-1.96999768005,-0.23675838375,-1.29668631344,Psychology,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6684,33PGIKKM8X,0.0366359415628,3.0,0.119917601244,0.323653673689,0.639025434232,1.33661434962,,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6685,USLW9OSDG4,-0.937552310053,2.0,-0.354087334475,-1.96999768005,0.590370777677,-0.827385205168,,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6686,LVIJAA7NKR,0.32316189792,4.0,0.356920069103,0.323653673689,0.0551695555771,1.25839749825,Physics,0.0,0.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6687,052472OYWQ,0.896213810636,7.0,1.06792747268,0.323653673689,0.784989403896,0.0069278761976,Global Health,1.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6688,0W0KQRKTCY,-0.708331544967,0.0,,-1.96999768005,-1.40447014106,-1.73991513791,Political Science,0.0,1.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6689,IZORRZ9D42,0.495077471735,0.0,,-1.96999768005,0.784989403896,,,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,1.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6690,T64LXK0MKS,-0.192584823523,7.0,-1.97924711408,0.323653673689,0.784989403896,-0.566662367241,Engineering,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6691,OOJY8IP67V,-0.479110779881,0.0,,0.323653673689,-1.45312479761,,Women s Studies and Political Science,0.0,1.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6692,M3MZ6GVNRV,0.0366359415628,3.0,-0.828092270194,0.323653673689,0.784989403896,-0.305939529314,Mathematics,1.0,1.0,0.0,1.0,0.0,0.0,Yale,1.0,1.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6693,419IZ4IPCX,0.495077471735,4.0,-0.354087334475,0.323653673689,0.784989403896,1.33661434962,Mechanical Engineer,0.0,0.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6694,BYJGEXGZI8,0.0939411328343,4.0,0.712423770893,0.323653673689,-0.188103727196,0.476228984466,English,0.0,1.0,0.0,0.0,1.0,0.0,Yale,0.0,1.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6695,WBKY3SICAW,0.66699304555,6.0,0.356920069103,0.323653673689,0.29844283835,-0.827385205168,Mathematics,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6697,I2HP6M8Q0A,0.609687854278,4.0,0.00141636731402,0.323653673689,0.784989403896,0.658734971014,Biomedical Engineering,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6698,RUXWQPFOWD,0.953519001907,5.0,1.06792747268,0.323653673689,0.784989403896,0.0069278761976,biology,0.0,0.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6700,PP76VBUGS7,0.0366359415628,3.0,-0.828092270194,0.323653673689,0.784989403896,0.293722997917,political science,0.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6701,FD7G4KMDOR,-2.08365613548,0.0,,-1.96999768005,-0.917923575514,-1.08810804309,English,1.0,1.0,0.0,1.0,0.0,0.0,Yale,1.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6702,PGXAF4I4FC,-0.135279632252,6.0,-0.117084866616,1.85275457618,0.687680090787,-0.46237323207,Engineering,1.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6703,8TPMEKI036,1.41196053208,4.0,0.712423770893,0.323653673689,0.736334747341,-0.305939529314,Biochemistry,1.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6704,COQQ9CA8QF,1.12543457572,2.0,1.06792747268,1.08820412494,0.784989403896,0.580518119636,linguistics,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6705,VIHQWGO7DT,0.953519001907,3.0,0.593922536963,1.08820412494,-0.188103727196,0.111217011368,Undecided,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6706,OL58K02QF9,0.265856706649,4.0,-0.709591036265,0.323653673689,0.687680090787,-0.436300948278,Environmental Science,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6707,T4GMM78GX8,1.06812938445,4.0,0.712423770893,0.323653673689,0.784989403896,-0.410228664485,Neuroscience,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6708,NOH12SIRP3,0.66699304555,4.0,0.356920069103,0.323653673689,0.784989403896,-0.0452166913877,Marketing Economics,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6709,YV93L1LOGS,0.896213810636,0.0,,-1.96999768005,0.784989403896,1.7798431741,Computers,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6710,1IMXEGV774,0.495077471735,0.0,,2.61730502743,0.784989403896,1.7798431741,,,0.0,0.0,0.0,0.0,1.0,Yale,1.0,1.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6711,V7IC2SOVKC,1.12543457572,5.0,0.783524511251,0.323653673689,0.784989403896,-0.305939529314,Economics,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,1.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6713,RP2ZTM2HN9,1.29735014954,5.0,0.783524511251,1.08820412494,-0.0421397575321,-0.305939529314,Chemistry Psychology Classics,1.0,1.0,0.0,1.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6714,L0KLTW9WDA,0.0939411328343,1.0,-0.354087334475,0.323653673689,0.784989403896,-0.253794961729,neuroscience,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6715,I3QLI66Y01,0.609687854278,4.0,0.356920069103,-0.440896777558,0.249788181795,1.20625293066,,,1.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6717,DAME42ZVH4,0.66699304555,7.0,-1.77610214163,1.85275457618,-2.23159930249,-2.44386680031,Computer Science Business,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6719,J8EF8P6CK5,0.265856706649,2.0,-2.48710954521,-1.96999768005,0.784989403896,,Biomedical Engineering,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6720,9PTJ4R1HP0,0.208551515377,5.0,-0.0696843730438,-0.440896777558,0.784989403896,0.189433862746,Biology,1.0,0.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6721,K255B8EOUC,-1.0521626926,4.0,0.00141636731402,0.323653673689,0.736334747341,0.81516867377,,1.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6722,RSH58WMF4V,0.552382663007,7.0,1.06792747268,0.323653673689,0.29844283835,,Pre Medicine Biology,1.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6724,2PVCVVLQNO,0.609687854278,2.0,-1.06509473805,0.323653673689,-1.64774342383,,Economics Film,0.0,1.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6725,7UYX9JND3M,-0.765636736239,3.0,-1.30209720591,0.323653673689,0.347097494905,0.528373552051,Pre Med Econ,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6727,S556YEVI7E,1.01082419318,4.0,1.06792747268,0.323653673689,0.784989403896,1.0498192279,Biomedical Engineering,0.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6728,BPSB8O0QO6,0.781603428093,4.0,1.06792747268,-0.440896777558,0.784989403896,0.81516867377,International Relations,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,1.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6731,66LP0MXZ1T,0.781603428093,5.0,0.214718588388,0.323653673689,0.639025434232,-0.175578110351,chemistry,0.0,0.0,0.0,0.0,0.0,1.0,Yale,1.0,1.0,0.0,0.0,Yale,0.063,12336,0,0.0,0
6732,VETXSR08G1,1.29735014954,6.0,0.830925004822,2.61730502743,-0.188103727196,1.25839749825,Political Science,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6734,IRAIJZAUW8,0.151246324106,1.0,-0.354087334475,-0.440896777558,-0.674650292741,-1.29668631344,biology,1.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6735,L810Y1CGMB,0.953519001907,1.0,-1.77610214163,2.61730502743,-0.917923575514,-1.40097544861,Pre Med,1.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6737,S251GDSXNX,1.12543457572,7.0,1.06792747268,-0.440896777558,0.687680090787,0.241578430332,Biology,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6738,ZJHOUH5J2L,-0.364500397338,4.0,-0.709591036265,-0.440896777558,0.347097494905,1.7798431741,Spanish,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6739,75INBAP3C5,-1.56790941404,6.0,-2.48710954521,-1.96999768005,0.784989403896,-0.827385205168,Business Administration,0.0,1.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6740,CALEPKKFQM,0.724298236821,2.0,0.356920069103,0.323653673689,0.29844283835,-0.305939529314,Science,0.0,0.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6741,4RTXLU6TF1,1.01082419318,7.0,0.458492555329,2.61730502743,-0.674650292741,-1.08810804309,Italian studies,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6742,Q5HHXQOT8O,-0.192584823523,0.0,,0.323653673689,0.687680090787,-0.201650394144,Biology Pre med,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6743,0AEY1PIEIK,-3.17245476964,0.0,,0.323653673689,-1.64774342383,,Psychology,1.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6744,ZOXSGKQ1LU,0.838908619364,7.0,0.458492555329,0.323653673689,-0.188103727196,0.997674660319,International Studies,0.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,1.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6745,P4BL4ZRQ35,-0.364500397338,3.0,0.119917601244,-0.440896777558,0.784989403896,-0.305939529314,English Education,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6746,S1ZQFCD9YG,0.552382663007,7.0,0.255347582878,0.323653673689,0.444406808014,0.0330001599903,Neurobiology Physiology Behavior,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6747,BYHPTFSIPH,0.66699304555,7.0,0.0522026104268,0.323653673689,0.784989403896,1.7798431741,environmental engineering,0.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6748,I70J20ACFZ,0.495077471735,2.0,-1.06509473805,0.323653673689,0.639025434232,0.763024106185,Undecided,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6749,N4CLNRQWBR,-1.0521626926,3.0,-1.30209720591,0.323653673689,0.639025434232,0.997674660319,Pre med,0.0,1.0,0.0,0.0,0.0,1.0,Yale,0.0,1.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6750,R98613NHSK,-1.0521626926,4.0,0.356920069103,-0.440896777558,0.249788181795,-0.279867245522,Political Science,0.0,1.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6751,CLDGRLL1PC,1.46926572335,2.0,1.06792747268,1.08820412494,0.784989403896,0.632662687222,Economics,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6753,QI10WPS83O,-1.0521626926,6.0,-2.48710954521,-0.440896777558,0.784989403896,-0.0452166913877,Political Science,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6755,NQXGGJ6VC3,0.66699304555,7.0,0.66163752778,0.323653673689,0.784989403896,1.7798431741,,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6756,QXN62BAW9F,0.953519001907,5.0,0.783524511251,-0.440896777558,0.29844283835,,psychology,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6757,BYOTUJ5OLZ,-0.708331544967,2.0,-0.354087334475,-1.96999768005,0.736334747341,0.371939849295,Chemistry,0.0,0.0,0.0,1.0,0.0,0.0,Yale,1.0,1.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6758,9HRYH4QSQA,0.0939411328343,7.0,-0.760377279377,0.323653673689,0.784989403896,0.971602376526,Neurobiology or Neuroscience,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,1.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6759,CTFIZQ8YDK,0.609687854278,5.0,0.214718588388,-0.440896777558,-1.64774342383,-0.305939529314,,1.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6760,VNQ1ICFTQ1,1.12543457572,3.0,1.06792747268,0.323653673689,0.784989403896,0.215506146539,Undecided,0.0,0.0,0.0,1.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6762,A8UK1RTIM7,0.151246324106,7.0,0.458492555329,-0.440896777558,0.29844283835,1.7798431741,Political Science,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6763,66LZNJYNXD,0.609687854278,0.0,,0.323653673689,-0.188103727196,-1.34883088102,ECONOMICS,1.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6764,T40WAUDBJZ,0.0939411328343,4.0,-1.42059843984,-0.440896777558,0.784989403896,0.476228984466,English,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6765,R6AXFJ1DS3,0.896213810636,0.0,,0.323653673689,0.152478868686,0.111217011368,Economics,0.0,0.0,0.0,1.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6766,Y3XUUWXGN4,-0.479110779881,1.0,-0.354087334475,0.323653673689,0.347097494905,-0.46237323207,Undecided,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6769,11JNYT69FM,0.208551515377,4.0,0.356920069103,0.323653673689,0.784989403896,-0.827385205168,Physics,0.0,0.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6771,AS0I17DOM9,1.46926572335,5.0,0.783524511251,1.85275457618,0.590370777677,1.7798431741,English,0.0,,1.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6772,7FFHDM6GND,0.552382663007,5.0,-0.0696843730438,-1.96999768005,0.29844283835,0.215506146539,Political Sciene,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6773,DC6LQB1LUD,0.265856706649,4.0,0.356920069103,0.323653673689,0.784989403896,1.7798431741,Political Science,0.0,0.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,0.0,1.0,Yale,0.063,12336,0,0.0,0
6774,82JCN0XNIS,0.552382663007,7.0,0.66163752778,0.323653673689,0.784989403896,-0.514517799656,Biomedical Engineering,1.0,0.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6775,7DX1TDQ5Y0,1.18273976699,2.0,1.06792747268,1.85275457618,0.687680090787,0.215506146539,Statistics,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6776,X7S0DYOY8E,-0.765636736239,5.0,-0.638490295907,-0.440896777558,-1.64774342383,-2.1309993948,International Relations,1.0,1.0,0.0,0.0,1.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6777,X170VBR2XV,0.781603428093,3.0,1.06792747268,1.08820412494,0.784989403896,,,0.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,1.0,Yale,0.063,12336,0,0.0,0
6778,FZAUH3C6SG,1.06812938445,4.0,1.06792747268,1.08820412494,0.784989403896,,Government,0.0,0.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6779,XYMOSUW25I,-0.651026353696,3.0,0.593922536963,0.323653673689,0.541716121123,1.0498192279,Psychology,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6780,AP2RM4GZQF,1.12543457572,0.0,,-0.440896777558,0.784989403896,,,1.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6781,98I4RXCCN5,-1.39599384023,3.0,0.593922536963,-1.96999768005,-0.188103727196,-0.723096069997,Biology,0.0,0.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6782,QB17Q7S4TZ,0.0366359415628,1.0,-0.354087334475,0.323653673689,0.687680090787,,Neuroscience,0.0,1.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6783,QQR49THC5J,-0.0779744409803,2.0,-0.354087334475,2.61730502743,0.784989403896,,Humanities,0.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6784,RBL196EO9E,0.380467089192,0.0,,0.323653673689,0.784989403896,-0.827385205168,Biology,0.0,1.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6785,D5R4G5FMW8,0.437772280464,7.0,0.255347582878,0.323653673689,0.29844283835,0.0330001599903,Classics,1.0,0.0,0.0,1.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6786,FZ4AJNM4TV,-0.593721162424,0.0,,0.323653673689,0.784989403896,,Economics,,0.0,0.0,0.0,1.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6787,SSIX44CZFS,0.66699304555,2.0,1.06792747268,0.323653673689,0.395752151459,0.111217011368,History and Spanish,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6788,CM4FMH3Q03,1.46926572335,7.0,1.06792747268,1.08820412494,0.784989403896,-0.0191444075951,Biology,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6789,RGHGZ6FYUV,0.437772280464,4.0,0.00141636731402,-0.440896777558,0.590370777677,-0.227722677936,,0.0,1.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6790,PFI4JRRWP3,-1.22407826641,1.0,1.06792747268,0.323653673689,-1.64774342383,-1.47919229998,History,1.0,0.0,0.0,1.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6792,L9FXH5TX9M,-0.880247118782,2.0,-0.354087334475,-0.440896777558,-3.49662037291,-2.18314396239,,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6793,APPUQ0I9PS,0.495077471735,5.0,0.783524511251,-0.440896777558,0.784989403896,,,1.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6794,NUOT4T5CB8,0.265856706649,4.0,1.06792747268,0.323653673689,0.784989403896,,English,0.0,0.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6795,F4CP6ID85X,1.12543457572,3.0,0.593922536963,0.323653673689,0.784989403896,-0.384156380692,economics public policy,0.0,0.0,0.0,0.0,0.0,0.0,Yale,0.0,0.0,1.0,0.0,Yale,0.063,12336,0,0.0,0
6796,B7THEX5RHX,0.896213810636,6.0,0.830925004822,1.08820412494,0.736334747341,1.44090348479,political science,0.0,1.0,0.0,0.0,0.0,0.0,Yale,1.0,0.0,0.0,1.0,Yale,0.063,12336,0,0.0,0
